employee_id,age,department,role,region,education_level,years_worked,attendance_percent,training_hours,promotions,tasks_completed,project_success_rate,manager_rating,peer_rating,salary,performance_score
10614,44,Operations,Senior,West,Bachelor,19,87.34915824268896,25.252214587616052,2,350.5090103984074,1.0,4.805059902420612,5.0,109354.68686459058,4.55
10615,58,Sales,Manager,West,Bachelor,34,91.35342482208556,28.3548546820383,5,648.0967440121473,1.0,5.0,5.0,151343.38912896882,5.0
10616,58,Sales,Manager,East,Master,31,90.14239287436035,21.428276261082942,5,642.0640552784507,1.0,5.0,4.854980728055409,155026.71371325885,4.95
10617,31,HR,Junior,East,Bachelor,10,97.6955957489874,64.91814401087963,2,200.8886342587075,1.0,4.729594417212913,3.872821163447763,60988.396122667546,4.47
10618,31,HR,Junior,North,Master,6,96.68447625895028,67.73399816067611,0,139.01147702175584,1.0,5.0,5.0,45944.47458972751,4.48
10619,40,Sales,Junior,South,Bachelor,13,92.43010000172319,49.43729592251894,2,278.39367497687556,1.0,5.0,5.0,52991.54636183239,4.58
10620,38,Finance,Senior,South,Bachelor,12,86.88505658072297,32.941959448843505,2,179.40450441708478,1.0,5.0,5.0,88568.13680618773,4.39
10621,42,IT,Intern,West,Bachelor,20,87.09643094624022,87.56642465106938,3,365.79752196929667,1.0,5.0,5.0,47086.784407389125,4.92
10622,35,IT,Manager,East,Bachelor,10,92.06049304633821,21.411557217010408,2,169.38124878488537,1.0,5.0,4.023768373353347,122898.59390043504,4.26
10623,30,Operations,Junior,North,Bachelor,9,93.34529187728512,49.17841864172005,1,155.51807434524713,1.0,4.697350615264812,4.88075834783367,52265.70414163689,4.4
10624,22,Sales,Manager,West,Bachelor,0,90.50150872269577,18.21308868203745,0,10.0,1.0,4.799586827645447,4.5386710959992245,98497.98020740613,3.96
10625,34,Sales,Senior,North,Bachelor,7,90.07932166317106,43.520386129581205,0,169.97448783851559,1.0,5.0,4.395984805940758,73520.5076963149,4.3
10626,25,Sales,Senior,East,Master,4,89.62880306728542,43.091577195174644,1,115.95447057151698,1.0,5.0,4.963850500218554,78096.08506539885,4.25
10627,22,Finance,Junior,East,Master,0,91.90642415902421,53.159539696209585,0,10.0,1.0,4.955486222450669,5.0,34128.88859026584,4.18
10628,53,HR,Intern,East,Bachelor,31,82.46895059170774,80.05085396128234,4,612.4615741602577,1.0,4.249217332817773,5.0,68712.18456440358,5.0
10629,55,Sales,Junior,South,Bachelor,33,87.59469348492117,75.27132384155131,5,638.8369882782814,1.0,4.869357785588549,4.65623878875212,92400.45863249002,5.0
10630,49,Sales,Junior,East,Bachelor,25,89.4917966182106,50.25939843081778,3,502.67563091715635,1.0,4.647783865910521,4.927264200228141,73751.62444012817,4.87
10631,52,Marketing,Intern,West,Bachelor,25,96.83001277980769,60.48257390989551,4,506.0756264820181,1.0,5.0,5.0,62282.899655088564,5.0
10632,29,Finance,Junior,South,Bachelor,5,88.74474543228428,64.5507557572037,0,124.19426665006796,1.0,4.942649441429829,5.0,46125.62280354381,4.35
10633,47,Operations,Junior,North,Bachelor,24,92.72187256732482,58.89598836098411,3,503.9531617794766,1.0,4.811509836750049,4.723614993386685,68643.7815204789,4.9
10634,55,Sales,Senior,West,Bachelor,32,92.90617100372398,32.899749131848985,5,570.9364584679284,1.0,5.0,4.691251812168011,125726.43670156845,5.0
10635,24,Marketing,Senior,West,Master,2,97.19166602264305,46.52080237354908,0,35.423651570886456,1.0,5.0,4.141757919700502,68382.6471296284,4.21
10636,33,IT,Intern,North,Bachelor,8,97.0503096278566,88.3922514466879,1,201.5230009267031,1.0,5.0,4.785294333208818,34535.3527063324,4.65
10637,22,Operations,Manager,South,Master,0,91.76998812482033,7.917219801199074,0,10.0,0.9213452577496863,5.0,3.738831823529173,102128.97237023622,3.79
10638,26,Sales,Intern,West,Bachelor,3,90.09806103524222,73.47402090668511,0,94.17725455089865,0.9252048220572457,4.866681645091162,5.0,26445.923369621723,4.3
10639,51,Sales,Junior,West,PhD,24,89.34466758869723,83.17516231196855,4,470.80644599966433,1.0,4.76871379715814,4.572440921566645,77859.30957965068,4.99
10640,51,Marketing,Junior,West,Bachelor,26,91.03574711013688,65.83404915798191,4,525.247704023259,1.0,4.733631094492479,5.0,74149.0618172,5.0
10641,38,Finance,Senior,South,Bachelor,14,90.2638665827056,46.7610363829715,2,245.89327922802553,1.0,5.0,5.0,99456.74800751361,4.56
10642,44,Sales,Intern,South,Bachelor,20,94.21450963743293,91.72894278631479,3,367.02254327300454,1.0,4.382193716067447,5.0,54781.245751003196,4.95
10643,36,IT,Junior,South,Bachelor,13,93.68123926994082,60.17068825199726,2,281.76474716789045,1.0,4.97666611069713,4.949992871806547,61875.283656252,4.63
10644,58,Sales,Senior,West,Bachelor,31,94.36720476458007,47.9668416009162,5,646.45454840602,1.0,4.348662686733066,4.338817371972459,109835.11882242185,5.0
10645,42,IT,Intern,East,Bachelor,18,97.03713484574467,87.18062043837203,3,360.7928671860148,1.0,5.0,4.747699939175612,42108.16062172283,4.94
10646,35,Operations,Senior,North,Master,11,99.45147648560071,45.39041496752759,1,183.17427272084825,1.0,5.0,5.0,89787.28313344582,4.55
10647,23,Operations,Manager,East,Bachelor,0,92.49865357363022,26.779880293825954,0,10.0,0.9814595360696817,4.991122340729498,5.0,89981.57944151592,4.04
10648,32,HR,Manager,South,Master,5,96.39785508558262,31.72058922366259,0,137.71704882022834,1.0,5.0,5.0,109193.51929970186,4.26
10649,59,HR,Intern,West,Bachelor,35,90.59335926466314,74.11638435693222,5,752.2859941015528,1.0,5.0,5.0,65844.11601307189,5.0
10650,55,IT,Intern,West,Master,33,96.74002793433206,80.12814304566496,5,650.4987620302226,1.0,4.956938468821398,5.0,65159.84111245193,5.0
10651,59,Finance,Junior,East,Bachelor,35,96.24603662870338,48.31509107900733,6,650.2039644922663,1.0,5.0,4.926063426110119,85444.66196166202,5.0
10652,55,Sales,Junior,East,Bachelor,32,96.03366387977196,52.093760087270475,5,665.2109079866434,1.0,5.0,5.0,89230.5320789115,5.0
10653,39,Sales,Intern,North,Bachelor,16,92.37627936476609,77.17687958075071,3,311.72110710634996,1.0,5.0,4.615967481284346,49581.80725917149,4.78
10654,51,HR,Intern,West,Bachelor,29,89.32656734403645,70.56294568569923,5,608.2912192468311,1.0,4.81668118563048,4.719479676818207,65240.08761906342,5.0
10655,36,IT,Manager,East,Bachelor,15,86.4218862485381,24.949827292548235,2,308.4321667505286,1.0,5.0,4.896850685370671,124789.16524461123,4.44
10656,48,Sales,Manager,North,Bachelor,27,91.8398511699156,28.36074023244484,3,513.4966768271445,1.0,5.0,5.0,141339.7944807744,4.89
10657,55,Sales,Intern,South,Master,33,98.13205016899673,84.02262344664378,5,661.7473308197814,1.0,5.0,4.376318513654978,72913.46755435319,5.0
10658,59,Finance,Junior,East,Master,34,90.76062039454371,69.4925730185291,5,719.2501510116298,1.0,5.0,5.0,93335.42807125008,5.0
10659,54,Marketing,Junior,South,Bachelor,29,95.14050634184022,55.36215628621892,5,575.5253803309827,1.0,4.623374730685013,4.805068919968468,69924.50903001409,5.0
10660,45,HR,Intern,North,PhD,24,95.37580560207573,93.35104617268624,4,448.95584509663865,1.0,5.0,4.549535390766898,60531.53368830822,5.0
10661,36,HR,Senior,South,Master,11,90.86525511629131,49.38611078625493,1,172.3406749421003,1.0,4.490894056002945,4.807754225254173,90505.7598098045,4.4
10662,51,Marketing,Senior,West,Master,26,97.26537935007808,45.04093831943942,4,496.83505939406047,1.0,4.899144258913414,3.839298368474889,107188.43584670797,4.88
10663,38,Sales,Manager,West,Bachelor,13,80.36535702207799,31.53649129296619,2,247.69591214687054,1.0,5.0,4.62120566298581,109628.96636133654,4.34
10664,26,Finance,Senior,South,Bachelor,5,87.1089988850473,43.19120841868541,0,124.59997407751777,0.9498609100718729,5.0,4.199561109321387,78712.37012817203,4.13
10665,50,Finance,Junior,West,Bachelor,25,88.33747081456616,71.87051150666382,5,466.37452196565135,1.0,5.0,4.860041978699618,79133.3040206825,4.98
10666,25,HR,Senior,North,Master,2,88.72113990853045,52.23579659759274,0,86.61255657188907,0.9976064718034982,5.0,3.8481374475355246,70797.58258719578,4.1
10667,31,Finance,Junior,West,Bachelor,5,93.34505180474358,73.34946728383643,1,59.88543367476426,1.0,4.981090272789412,5.0,48433.49862173346,4.45
10668,38,Operations,Junior,South,Bachelor,17,93.16015121221561,60.41326831877003,2,409.9445827767051,1.0,4.597372728570495,5.0,70859.20128985186,4.7
10669,31,Marketing,Junior,South,Bachelor,9,93.57596228870003,65.54967164998612,2,231.76555670263411,1.0,5.0,4.941351813885051,65487.60859147583,4.54
10670,38,Sales,Intern,South,Bachelor,13,94.38432597652995,93.43546506622052,2,264.23498748163973,1.0,5.0,5.0,40234.51836457933,4.82
10671,41,Operations,Intern,East,Master,17,88.1995817234174,73.76283965083607,3,290.5691939569122,1.0,4.709417451363885,4.743634721799379,47169.56840676621,4.71
10672,45,Marketing,Junior,South,Bachelor,24,87.12729573277072,56.81583146281696,4,478.33727814052736,1.0,4.64397631567149,4.222689438112063,71881.05562407304,4.78
10673,26,IT,Manager,North,Master,0,93.58527872803145,30.160366630134785,0,10.0,0.9365354563424912,4.538206076882136,4.683522942355283,97493.0397701171,3.97
10674,55,HR,Intern,West,Master,33,89.47907170541424,88.99598737979406,5,621.7713833084723,1.0,5.0,5.0,68819.7868481426,5.0
10675,27,Finance,Junior,West,Bachelor,1,85.71809981852812,69.15172150718622,0,28.73028881742327,0.9838268875038231,4.781868183104678,4.2569403747152865,47388.59017695299,4.13
10676,23,IT,Junior,East,Bachelor,0,95.88537713816592,57.691358888020645,0,10.0,0.9320091803597459,4.344783266903272,4.427432263637812,44094.78878014029,4.08
10677,34,Finance,Senior,East,Master,7,97.58040762600919,24.9139054562029,1,118.55282458851255,1.0,5.0,4.876441799547791,90146.76672003981,4.3
10678,32,Operations,Intern,North,Bachelor,10,98.22864355879463,82.46183944295967,2,193.88964096282933,1.0,5.0,5.0,27548.869121698954,4.69
10679,44,Sales,Manager,South,Bachelor,19,92.74803088589888,20.816838626715988,3,362.7527351388289,1.0,5.0,5.0,121881.32514675513,4.62
10680,37,Sales,Manager,East,Bachelor,13,94.50372838389161,15.100637953597776,2,322.3446985133009,1.0,4.83110518583692,4.047213210568112,125010.41467617966,4.33
10681,52,Sales,Junior,West,Bachelor,27,97.47947289344765,47.36128439266284,4,523.9285610100135,1.0,5.0,3.923574549078895,87744.30188157244,4.96
10682,32,Finance,Senior,East,Bachelor,10,89.43433683990627,43.263810078455606,2,213.22643034183426,1.0,4.942838813081906,5.0,85165.64060835466,4.4
10683,37,IT,Intern,East,Bachelor,16,96.44271073621637,93.61037360932806,2,324.36567476631086,1.0,4.643274887796455,5.0,21671.980682355614,4.88
10684,29,Sales,Junior,South,Bachelor,2,93.10158493657283,60.38894516236244,1,50.58250675776616,0.9667856366389749,5.0,4.693440940894515,39282.35419050626,4.26
10685,25,IT,Senior,East,Bachelor,1,95.65484660937037,42.11380654645965,0,32.872652108327955,0.920207388703807,4.707089349298982,4.430627147489781,73177.46826074694,4.06
10686,25,Finance,Intern,North,Master,0,92.74437208350375,91.82894938877925,0,26.44084459818367,0.8953282715702472,4.440854266142514,4.692028445950034,15502.935067111335,4.21
10687,46,Operations,Junior,West,Bachelor,19,97.185026838992,44.555450909164456,2,387.9933822685593,1.0,4.528684338549582,4.600851795827445,69425.63078468858,4.68
10688,24,IT,Junior,South,Master,0,92.89409505016614,65.20176421600272,0,10.0,0.9295253311496156,4.424168572007514,3.3755493455337415,49492.77724435988,4.01
10689,53,Operations,Junior,West,Bachelor,31,86.06408376213032,59.884102156811785,5,621.7543120540441,1.0,5.0,5.0,93630.66409797501,5.0
10690,24,Finance,Manager,North,Master,0,97.8077065292589,35.66057458832067,0,10.0,1.0,4.547497381435791,4.693408935799085,104044.46122685069,4.08
10691,48,Finance,Intern,North,Bachelor,22,88.20987703611155,75.16516091596183,3,412.6460635501797,1.0,4.924595216107492,5.0,52677.753605809216,4.91
10692,50,HR,Senior,East,Master,25,97.01223284097566,31.820627095735176,4,498.173948677394,1.0,4.995099271293914,4.61950660484466,105026.65971049805,4.84
10693,53,Finance,Junior,East,Bachelor,31,91.63902847423871,61.405089042856055,4,627.238021257966,1.0,5.0,5.0,90288.75657638737,5.0
10694,40,Finance,Senior,East,Master,16,96.70404394079083,56.49191323334462,2,332.06493669718384,1.0,4.550848719252076,5.0,94126.97326250114,4.68
10695,42,Marketing,Junior,West,Bachelor,20,96.53907445946706,68.60910104541463,4,405.4085431897071,1.0,5.0,5.0,70298.52219686186,4.92
10696,26,Sales,Junior,North,Bachelor,2,93.72057189726148,54.92307229819909,0,33.01134959654399,0.9910071826152446,4.449204274334719,5.0,35243.921935594866,4.22
10697,39,HR,Manager,South,Bachelor,12,94.03414127050853,16.5902796401872,2,238.28760290412308,1.0,5.0,5.0,114427.34808887054,4.37
10698,49,HR,Junior,East,Master,24,93.69051446877026,43.179327163022144,4,463.3906054634762,1.0,4.804280624297125,5.0,79759.30233658408,4.84
10699,43,HR,Junior,West,Master,22,83.94470097487569,73.16099451850482,3,449.39671973019693,1.0,4.740239219924657,5.0,67494.66579625706,4.82
10700,42,Marketing,Junior,East,Bachelor,15,92.4733208755928,50.44917711864173,2,293.3661531625763,1.0,5.0,4.354409732914343,63828.535493012285,4.59
10701,27,Operations,Senior,North,Master,6,87.53574329571242,36.74486587005064,0,125.4168281459241,1.0,4.929318126990835,4.363958822848079,81062.5179743207,4.18
10702,22,Finance,Junior,South,Master,0,92.68474857498265,73.21211126077577,0,30.02409130147657,0.8984877611254446,4.634552047099494,3.437909254116783,42354.43907877009,4.04
10703,26,Sales,Manager,North,Master,2,87.42822981446714,13.860985445210083,1,18.719232710727407,0.8895688915151441,4.599892530989066,4.831098457995544,105801.32108178844,3.87
10704,33,IT,Junior,West,Master,12,87.2601922350957,74.92264509475059,2,257.9008614273145,1.0,5.0,4.8021351131445,61138.630265700325,4.6
10705,47,Operations,Junior,East,Master,20,98.41973800701561,57.46359546107498,4,400.9963053965612,1.0,4.637522677513693,5.0,66881.03453978736,4.83
10706,55,Finance,Senior,North,Bachelor,31,96.27778955249676,28.514166847612614,4,680.6358079874226,1.0,5.0,5.0,109161.72718169414,5.0
10707,35,Marketing,Senior,West,Master,10,91.98342966022338,37.526490728510865,1,193.5109901460947,1.0,5.0,4.498786659214515,80632.32293808325,4.38
10708,47,Finance,Manager,East,Bachelor,20,92.73907460099609,22.774032185985224,4,420.854937494532,1.0,4.8865626258891215,4.93988878323261,133649.60598452456,4.62
10709,48,Finance,Manager,South,PhD,26,91.00833589702796,34.40819798905716,4,520.4606035526793,1.0,4.655224844242915,4.772588974167954,132995.76703102153,4.8
10710,30,Marketing,Junior,North,Bachelor,6,94.27950550391809,53.518675661122224,0,78.35086475059518,1.0,5.0,4.695388259868219,43796.94660057747,4.38
10711,47,HR,Intern,East,Bachelor,25,89.29578253380478,60.88357789080957,3,484.3793271344257,1.0,4.723332643599834,5.0,52269.27999621163,4.9
10712,43,HR,Intern,East,Bachelor,19,95.97496105147182,77.7943746559101,4,406.4141331628518,1.0,5.0,5.0,39270.127726283696,4.91
10713,51,Sales,Senior,East,Master,24,90.98765263594356,26.43454947713461,3,467.0191661817518,1.0,5.0,5.0,100264.978169341,4.78
10714,38,Sales,Manager,East,Master,12,90.32061201667508,32.043198839883196,1,173.3923105548116,1.0,5.0,4.986521816321298,123001.98456661835,4.44
10715,47,HR,Intern,North,Bachelor,21,92.08685207393937,68.12869667716676,2,419.0579094922649,1.0,5.0,5.0,47916.176736422196,4.88
10716,57,Operations,Intern,East,Master,33,89.63541268029756,75.11987196827914,5,627.2299110614697,1.0,4.784298566832491,5.0,60755.30921722827,5.0
10717,22,IT,Intern,West,Master,0,93.31472939798593,81.82587804214336,0,10.0,0.961461936495779,5.0,4.111124291323746,17441.78072542709,4.25
10718,29,Finance,Senior,North,Master,7,89.8505496427464,37.87541274965731,0,186.53441244194056,1.0,4.656735513459083,5.0,83052.73607946833,4.26
10719,56,IT,Junior,East,Bachelor,33,93.87409441127535,62.504302830010445,5,683.0837193240872,1.0,4.929955129227616,5.0,80346.13617558169,5.0
10720,36,Finance,Junior,North,Master,12,96.8640261556459,66.80287165717756,1,286.0996748621993,1.0,5.0,5.0,62766.55154883006,4.66
10721,43,HR,Junior,West,Bachelor,19,89.12271325276731,48.420663002686936,3,363.15463935666526,1.0,4.817647338072055,5.0,61295.09592320461,4.67
10722,35,Sales,Senior,West,Master,9,91.47769817081931,39.35602459375292,2,175.70500999093403,1.0,5.0,4.88613549623293,81522.58180506657,4.39
10723,47,Operations,Senior,North,Bachelor,26,93.84532285214169,6.704962024918707,4,488.66691409576663,1.0,5.0,5.0,106958.67445002192,4.75
10724,49,Sales,Senior,East,Bachelor,22,90.25657058007437,42.47333301682524,3,419.47869664879715,1.0,5.0,5.0,100192.79946622236,4.79
10725,44,IT,Intern,East,Master,18,93.85728224330666,76.99185869625158,3,332.1934550314146,1.0,4.619899407163619,4.7828364896528734,46675.991507592385,4.81
10726,35,Sales,Junior,West,Bachelor,13,94.22159544260695,50.16550236522029,1,220.79831092364128,1.0,5.0,5.0,63392.80176988349,4.6
10727,45,HR,Senior,East,Bachelor,19,96.33304710517722,43.15719422296524,4,420.9756987599402,1.0,4.953020430224941,5.0,98295.99209348396,4.73
10728,23,Operations,Manager,West,Master,0,89.57603981566035,41.726975771850675,0,10.0,0.9581508339392347,5.0,4.838134707627171,96971.63169953368,4.06
10729,47,IT,Intern,East,Bachelor,22,88.2288990390781,75.23982252401056,3,481.1041671441367,1.0,4.503499880081947,5.0,55286.74342380448,4.87
10730,35,Operations,Intern,West,Bachelor,8,90.76969044174503,70.5518550975828,1,197.38176774760694,1.0,5.0,5.0,33036.31864311253,4.5
10731,28,Finance,Intern,South,Bachelor,5,88.1289906418116,81.65025262438712,1,114.99378026436995,0.9857302688869597,4.996563905286818,4.598613477884476,24152.48220036587,4.4
10732,24,Sales,Junior,East,Bachelor,0,94.25799281618998,46.643933333536395,0,10.0,0.9664476810333607,4.235203383992123,4.421326175852918,40211.50711042183,4.03
10733,44,Operations,Senior,East,Bachelor,21,87.35299479929435,33.39618629464461,3,372.53474665670376,1.0,4.734373893171507,4.298591856714206,97738.28748396205,4.58
10734,39,Marketing,Intern,East,Bachelor,12,100.0,92.22402161650503,2,223.54788956209308,1.0,4.450954336064945,5.0,33671.30635801528,4.77
10735,59,Sales,Junior,North,Master,33,97.183711446295,60.62179229812288,5,678.7536136901978,1.0,4.782093409423128,4.88829137593517,93529.00607074953,5.0
10736,56,Finance,Junior,East,Bachelor,33,92.05030307840126,41.20533036053834,4,660.0919091232203,1.0,5.0,3.286212449122355,91734.79403284578,4.98
10737,36,Operations,Intern,North,Bachelor,10,95.46957797199191,62.03008352720599,0,168.69501514715728,1.0,5.0,5.0,38851.89817618274,4.56
10738,46,IT,Junior,North,Bachelor,19,85.45279254275684,61.62085692646775,2,414.44614353969473,1.0,5.0,5.0,71675.64250575755,4.74
10739,58,Finance,Junior,West,Bachelor,32,100.0,68.62390575917688,5,690.5314998454461,1.0,4.688075567320586,4.066716158584803,83563.90370472973,5.0
10740,49,Marketing,Junior,North,Master,27,89.63914155119804,43.8237854137385,3,533.2020250795621,1.0,5.0,4.583801895833369,85506.40965033397,4.9
10741,31,Operations,Senior,North,Master,5,91.51801034440257,44.49712607496508,1,103.28010710792037,1.0,4.994354096491598,4.561855482719535,76011.96444859038,4.25
10742,38,HR,Junior,South,Bachelor,17,84.57626685124626,73.30343507489718,2,294.73453949111513,1.0,5.0,4.628866154603862,70146.08911633608,4.68
10743,43,Sales,Intern,East,Bachelor,20,93.94514921896358,98.87858987958639,3,387.56839851672896,1.0,5.0,5.0,49374.41695014352,5.0
10744,47,IT,Manager,North,Bachelor,20,87.57462337169156,33.31222759859876,2,415.3131993400298,1.0,4.702596275692239,4.9255612259665815,131565.81543939663,4.61
10745,46,HR,Senior,East,Master,22,92.40662304626412,45.068025945524745,3,450.64569620773335,1.0,5.0,4.786382557591924,104716.13964473509,4.78
10746,38,Operations,Senior,North,Bachelor,14,89.82290226830185,18.66815572371856,1,264.7699645237088,1.0,5.0,5.0,95066.00192642194,4.41
10747,34,Operations,Intern,West,Bachelor,10,87.68902426027863,100.99752547995989,1,191.7726947457066,1.0,4.8363295549118455,5.0,26827.269394955645,4.66
10748,41,Finance,Intern,South,Bachelor,14,88.78255399294953,74.24509786903879,2,266.58367790366344,1.0,5.0,4.129510871011726,33118.01143645286,4.61
10749,46,Operations,Intern,North,Master,25,92.90315213634209,70.66528841574959,4,491.64605858844845,1.0,5.0,4.691688180416048,60858.55432551088,5.0
10750,25,IT,Intern,East,Master,0,86.8740361085247,77.44793865560375,0,12.697044075543802,0.9191164035875108,4.565229004254326,4.756563061504527,21781.812324966817,4.13
10751,31,HR,Junior,West,Master,8,89.00475331590569,75.11673414185431,1,100.97388743892633,1.0,4.960354732959542,4.533054932993983,48121.781759056896,4.45
10752,24,IT,Manager,East,Bachelor,0,94.65309352505791,52.08046047543548,0,10.0,0.9489487737631386,4.9018081661770845,5.0,101821.54454508371,4.16
10753,39,Marketing,Junior,West,Bachelor,14,100.0,61.25408679475844,1,290.4992660687707,1.0,5.0,5.0,53960.198949480495,4.74
10754,57,Marketing,Junior,South,Bachelor,30,93.91035527821202,69.98084172603654,5,582.8854594307677,1.0,5.0,4.623311830211238,101321.44755434505,5.0
10755,43,Sales,Junior,West,Master,21,88.33095343129085,60.43204048685504,4,405.62000868105355,1.0,5.0,4.438528178331975,78057.85693413971,4.79
10756,55,Sales,Intern,East,PhD,34,90.53154331971075,69.62204526981816,5,666.4881667755365,1.0,5.0,5.0,74111.51338703936,5.0
10757,29,Marketing,Senior,East,Bachelor,6,92.12635602461032,54.76743670788291,0,105.6285007938852,1.0,4.463460815081955,4.6760690315030216,79378.15185338743,4.29
10758,40,Operations,Junior,North,Bachelor,14,90.60230019745717,53.77872519643611,2,280.17651333551123,1.0,4.578530990737358,5.0,57906.35977597351,4.54
10759,58,IT,Senior,West,Bachelor,34,95.61223266694773,55.355307733718824,6,683.8700827404135,1.0,5.0,4.424240321562784,114449.06880327062,5.0
10760,27,Marketing,Manager,East,Bachelor,6,92.8698939320569,42.98541329769084,1,56.98457051298601,0.9978399938826092,4.915168029971777,5.0,108430.88686255288,4.32
10761,47,Sales,Junior,North,Bachelor,26,95.63140953963948,66.14036263957207,5,539.5864111441687,1.0,5.0,4.682057051058269,74701.19682152438,5.0
10762,55,Marketing,Junior,South,Bachelor,32,90.74222483880948,78.28974756254354,4,631.3000334695912,1.0,5.0,4.842302793262473,83992.79075673377,5.0
10763,27,Operations,Manager,East,Bachelor,0,97.30200087888502,52.32346033185738,0,57.98889526405602,1.0,4.998076634788448,4.6018595998072716,92916.21680112729,4.2
10764,58,Marketing,Senior,North,Bachelor,32,91.33405766287382,38.247566370356886,6,604.2505438330387,1.0,5.0,5.0,119248.31525965553,5.0
10765,54,IT,Junior,East,Master,27,88.11524052344804,51.912058815835685,5,513.9805647373701,1.0,4.739381230162481,4.754498012437837,78615.03247088553,4.91
10766,43,HR,Manager,West,Bachelor,16,100.0,11.357301627435277,1,313.91273064250214,1.0,5.0,4.928271402540149,126675.35787412935,4.52
10767,42,Operations,Intern,North,Bachelor,20,84.70008901215553,102.44682255430256,3,412.39676349058107,1.0,5.0,4.952428859600628,52285.49396827394,4.96
10768,27,Sales,Manager,West,Bachelor,0,89.04504509878029,25.603179910815506,0,10.0,0.9580880278453684,4.617075588125985,5.0,101147.32315039831,3.96
10769,27,IT,Intern,South,Master,1,89.49188859267842,91.3503685710174,1,10.0,0.9736764913448323,4.591776043232401,5.0,34797.20129027091,4.32
10770,25,Marketing,Junior,West,Master,3,100.0,52.587446324905166,0,77.73960481721531,1.0,5.0,5.0,48618.527567827725,4.36
10771,51,Marketing,Manager,North,Bachelor,29,99.22743553658604,45.38265640912035,4,551.5562816070237,1.0,4.972127459045515,4.211056688486849,137197.1699467505,5.0
10772,32,HR,Junior,East,Bachelor,8,97.97571257456879,52.99882408184587,0,201.10079129128684,1.0,4.794892298117213,4.671803806198731,54293.68223960735,4.42
10773,51,Sales,Junior,North,Bachelor,27,90.67736535049467,48.08280866382657,5,526.3834920345279,1.0,5.0,5.0,80229.90628515756,4.98
10774,52,Sales,Junior,West,Master,29,100.0,57.9149356904625,5,553.0188039597431,1.0,4.984761789431633,4.414534592289175,76792.34714586766,5.0
10775,45,Finance,Manager,West,Master,19,93.47340801536389,24.682242990383628,2,398.3073277336856,1.0,4.674270103021369,5.0,121391.8355996168,4.59
10776,30,Sales,Senior,East,Master,3,95.9090534812125,45.96299785461213,0,108.22852160473339,1.0,5.0,4.467369247869605,76766.01458639784,4.26
10777,24,HR,Senior,South,Bachelor,2,92.71878152442483,39.486050728074765,0,52.49188776231689,0.990633274585753,4.697230082206019,4.470712745224061,76487.73767439282,4.09
10778,52,Finance,Junior,North,PhD,29,91.802133714707,66.27702394551922,5,617.8128819766978,1.0,5.0,5.0,78268.71400337736,5.0
10779,58,Finance,Senior,East,PhD,35,90.99288530429449,37.08978526914706,5,750.2990602191089,1.0,5.0,5.0,127350.83526597322,5.0
10780,57,Marketing,Junior,East,Master,35,91.16144002632335,53.34892628981195,5,672.3442396021726,1.0,4.916935872642175,5.0,93924.57198407642,5.0
10781,45,Marketing,Junior,East,Bachelor,20,94.43396659471232,54.16439452103926,2,428.1517400217876,1.0,5.0,5.0,75979.2957847126,4.83
10782,52,Sales,Senior,North,Bachelor,27,93.46879919510155,60.44938798031026,5,494.2958847208936,1.0,5.0,4.930355818885249,115948.10199169621,5.0
10783,27,Finance,Junior,North,Bachelor,5,91.87411451918527,62.251709322269356,0,112.74707595359155,1.0,5.0,4.654201646048051,46707.81542298504,4.35
10784,23,Marketing,Intern,North,Bachelor,0,98.03809597079541,60.162377905469555,0,10.0,1.0,5.0,4.7989548702912534,28177.998650510475,4.28
10785,41,HR,Intern,South,Bachelor,17,80.13298772503708,74.79790986545919,3,377.28850609126187,1.0,5.0,4.904086772806627,39879.419549397666,4.67
10786,49,Marketing,Intern,East,Master,23,94.03954899168478,80.96866032475876,3,495.16754538954524,1.0,5.0,5.0,66451.47252475348,5.0
10787,32,Operations,Manager,West,Master,10,94.87095482663592,48.45399681250379,1,217.09350051603207,1.0,4.718904237947455,4.331821784485236,110606.07159757052,4.4
10788,25,Operations,Junior,West,Master,3,96.58785147302068,70.286987158899,0,68.95283698448455,1.0,4.955933568829403,4.723169275690603,44259.9863416116,4.38
10789,36,Marketing,Senior,East,Bachelor,10,91.74051423578655,30.78282163518085,1,215.25106030165853,1.0,5.0,4.543518316847309,82164.05850693618,4.34
10790,27,Finance,Junior,West,Bachelor,0,92.83168026953582,84.1835575357245,0,10.0,1.0,4.753141575272559,5.0,38116.045060601304,4.32
10791,51,Finance,Junior,South,Master,27,95.94379353325888,59.688396351985226,4,538.1641277667629,1.0,5.0,5.0,95117.76831256981,5.0
10792,59,IT,Junior,South,Bachelor,35,97.96466561712072,72.46329811074945,5,743.2773451675732,1.0,4.707752797466588,5.0,90186.39656294462,5.0
10793,23,Operations,Senior,North,Bachelor,2,90.79785605928492,28.449915026000973,0,86.88669459034529,1.0,4.8088322905862295,5.0,77255.5418614646,4.09
10794,36,HR,Senior,North,PhD,12,93.06790313251024,16.018369047491024,2,235.7502240689338,1.0,4.831310244531536,5.0,86822.98544356792,4.34
10795,32,Finance,Manager,North,Master,11,98.71429585739503,15.915685096316391,1,227.12909209032233,1.0,5.0,5.0,121182.75214793874,4.4
10796,29,Sales,Senior,North,Bachelor,4,83.5038916964846,7.496665238042944,1,82.44965674318323,0.9855438706102145,4.686238442899841,5.0,73279.20240814504,3.96
