order_id,date,customer_id,product_id,employee_id,region,units_sold,revenue
94383,07-04-2024,8338,P102,1042,East,4,380
94384,02-01-2024,9771,P103,2434,West,1,180
94385,22-10-2023,8832,P104,1790,West,2,50
94386,02-05-2024,6536,P102,1754,East,1,95
94387,01-05-2024,7324,P103,1096,North,1,180
94388,16-09-2023,8755,P105,1372,East,1,60
94389,19-01-2023,6379,P102,1601,East,3,285
94390,03-08-2023,5932,P102,1234,East,1,95
94391,30-07-2023,8845,P103,2443,West,1,180
94392,16-01-2024,6067,P102,1096,North,2,190
94393,06-02-2024,7938,P103,2908,West,2,360
94394,22-04-2024,5210,P104,2317,West,3,75
94395,19-08-2023,7390,P104,2807,East,1,25
94396,05-12-2023,7806,P104,2609,West,2,50
94397,05-01-2023,9603,P102,1938,South,4,380
94398,07-11-2023,5231,P102,1251,West,4,380
94399,26-09-2023,5803,P101,1367,West,4,600
94400,11-06-2023,6193,P101,1040,South,3,450
94401,04-08-2023,8475,P103,2323,West,2,360
94402,01-10-2023,5233,P102,2971,West,2,190
94403,20-11-2023,7567,P103,1784,South,1,180
94404,10-04-2023,7147,P105,1307,North,4,240
94405,31-03-2024,7355,P102,2322,North,4,380
94406,20-06-2023,7850,P105,2814,North,2,120
94407,24-03-2024,6723,P102,1000,East,1,95
94408,09-09-2023,9482,P104,1092,East,1,25
94409,18-06-2023,6146,P103,1280,North,4,720
94410,07-02-2023,5131,P101,2541,West,2,300
94411,16-08-2023,7109,P104,1457,North,3,75
94412,26-02-2024,5831,P101,1487,South,2,300
94413,01-02-2024,8761,P102,1821,South,3,285
94414,05-05-2023,5731,P105,1845,West,4,240
94415,05-10-2023,5402,P105,1406,South,2,120
94416,12-10-2023,6617,P104,2298,South,4,100
94417,17-05-2023,9109,P101,2975,North,1,150
94418,19-04-2024,5269,P103,2972,North,4,720
94419,01-01-2024,6154,P103,1926,South,3,540
94420,18-04-2023,7348,P103,1486,South,4,720
94421,09-03-2023,7751,P101,2126,West,4,600
94422,14-04-2023,6983,P105,1805,South,2,120
94423,05-02-2024,9522,P105,2426,North,2,120
94424,03-09-2023,7163,P104,2130,North,4,100
94425,14-06-2023,7283,P101,2408,North,1,150
94426,11-07-2023,9163,P102,1229,East,2,190
94427,14-07-2023,7790,P102,2228,North,1,95
94428,12-05-2023,9062,P103,2400,East,3,540
94429,23-10-2023,9486,P105,1177,North,2,120
94430,24-05-2023,7151,P105,1097,North,4,240
94431,30-01-2024,7661,P101,1569,West,2,300
94432,07-08-2023,5772,P101,1336,East,1,150
94433,26-01-2023,6966,P104,1927,South,4,100
94434,08-09-2023,7351,P101,1176,South,4,600
94435,05-04-2023,7426,P104,1609,West,1,25
94436,20-12-2023,8246,P103,1736,West,2,360
94437,19-07-2023,8476,P103,1747,East,3,540
94438,13-04-2023,9183,P105,2115,East,4,240
94439,12-07-2023,7677,P105,1939,West,4,240
94440,16-01-2024,9720,P105,1250,East,1,60
94441,02-01-2023,7924,P102,2948,West,4,380
94442,04-09-2023,8892,P104,2525,North,4,100
94443,01-04-2023,7779,P103,2380,West,3,540
94444,14-02-2023,7462,P104,1215,East,4,100
94445,02-03-2024,5454,P102,1431,North,3,285
94446,03-01-2023,8634,P102,2871,West,4,380
94447,22-02-2024,8246,P103,2740,East,3,540
94448,02-12-2023,9304,P103,1537,East,1,180
94449,24-03-2024,8384,P105,2158,East,1,60
94450,05-03-2023,7418,P102,2067,West,3,285
94451,15-05-2023,7850,P105,2677,West,1,60
94452,18-10-2023,7133,P103,1051,South,2,360
94453,05-10-2023,9742,P102,1671,West,3,285
94454,25-06-2023,7868,P102,2896,West,4,380
94455,20-02-2024,8337,P101,1714,East,4,600
94456,09-10-2023,6721,P102,2951,North,4,380
94457,30-04-2023,7026,P105,1074,South,2,120
94458,19-09-2023,6186,P101,1851,South,1,150
94459,23-06-2023,6150,P102,2208,South,2,190
94460,14-03-2024,7874,P101,1051,South,3,450
94461,03-04-2024,9212,P102,1929,South,2,190
94462,23-04-2024,6429,P104,1238,South,1,25
94463,28-04-2023,5648,P105,1625,East,2,120
94464,14-03-2024,5355,P105,2724,East,4,240
94465,07-12-2023,7823,P101,2085,West,4,600
94466,04-07-2023,8385,P104,1757,South,4,100
94467,31-08-2023,8966,P101,1725,West,4,600
94468,02-08-2023,8934,P101,1982,South,4,600
94469,01-05-2023,8934,P103,1988,West,4,720
94470,04-03-2023,6191,P101,1331,West,3,450
94471,20-01-2024,8483,P102,2894,West,2,190
94472,29-05-2023,9164,P103,1158,North,1,180
94473,07-05-2024,5266,P103,1412,North,4,720
94474,03-10-2023,9910,P101,1286,South,1,150
94475,01-04-2024,6880,P103,1523,North,2,360
94476,19-04-2024,6548,P105,2826,North,4,240
94477,29-01-2023,5381,P103,2001,East,3,540
94478,26-10-2023,6635,P103,2014,East,2,360
94479,13-08-2023,9469,P102,1312,North,3,285
94480,22-06-2023,5684,P105,2704,East,2,120
94481,01-09-2023,9601,P103,1026,North,4,720
94482,17-11-2023,7284,P102,2934,West,1,95
94483,11-05-2023,8658,P105,2501,West,3,180
94484,18-12-2023,7372,P103,1838,West,3,540
94485,20-01-2023,7637,P101,2955,East,3,450
94486,22-03-2023,9849,P103,2389,South,1,180
94487,20-10-2023,6951,P105,1407,South,1,60
94488,21-10-2023,6445,P103,1337,West,1,180
94489,11-05-2024,9827,P105,1407,North,2,120
94490,02-04-2024,5020,P101,2099,North,2,300
94491,23-08-2023,9400,P103,2691,North,2,360
94492,28-10-2023,8424,P105,1074,East,3,180
94493,09-08-2023,9699,P102,1258,North,4,380
94494,19-06-2023,6009,P103,1356,West,3,540
94495,15-02-2023,9540,P101,2538,East,3,450
94496,01-03-2023,6081,P102,1284,South,4,380
94497,06-04-2023,7648,P103,2439,South,4,720
94498,26-09-2023,9852,P105,2077,South,3,180
94499,31-01-2023,9419,P104,2445,East,4,100
94500,15-01-2024,7463,P102,2246,East,4,380
94501,20-11-2023,8756,P105,2463,South,4,240
94502,26-04-2023,7452,P102,1832,East,1,95
94503,03-03-2023,8994,P103,1740,East,3,540
94504,08-03-2024,8967,P101,2684,North,2,300
94505,26-05-2023,8741,P101,2773,East,2,300
94506,27-11-2023,8913,P102,2576,West,1,95
94507,28-12-2023,8796,P104,1745,East,4,100
94508,22-02-2023,5384,P103,2555,North,4,720
94509,06-02-2024,9104,P105,1245,South,3,180
94510,20-02-2023,7562,P103,2595,South,1,180
94511,18-06-2023,7217,P104,2738,North,4,100
94512,23-12-2023,5146,P105,1954,South,1,60
94513,25-04-2024,8589,P104,1457,South,2,50
94514,23-12-2023,6926,P103,1182,South,1,180
94515,14-07-2023,8754,P103,1258,West,1,180
94516,24-03-2024,5079,P102,2659,South,4,380
94517,24-03-2023,9899,P104,1885,East,2,50
94518,14-01-2024,8537,P101,1269,South,2,300
94519,14-05-2023,6759,P104,1812,East,3,75
94520,02-04-2024,5977,P104,1620,East,2,50
94521,25-02-2024,9902,P105,1350,South,1,60
94522,25-09-2023,7804,P105,2762,North,4,240
94523,06-05-2024,6585,P102,2211,East,4,380
94524,22-03-2023,9390,P101,1501,North,4,600
94525,07-08-2023,6153,P103,2200,West,4,720
94526,02-01-2023,5612,P101,2416,South,4,600
94527,05-11-2023,7930,P101,2461,South,2,300
94528,13-02-2024,6810,P101,1837,North,1,150
94529,08-09-2023,8578,P102,2021,West,4,380
94530,08-05-2024,9164,P102,2372,East,2,190
94531,24-08-2023,9651,P101,2843,East,3,450
94532,05-06-2023,7956,P103,2517,West,3,540
94533,04-03-2024,9595,P103,2086,East,4,720
94534,06-02-2023,8206,P103,2780,East,1,180
94535,17-08-2023,5829,P102,1179,West,3,285
94536,25-05-2023,9597,P105,2557,South,1,60
94537,21-11-2023,5973,P103,2334,East,2,360
94538,25-02-2023,8416,P105,1624,West,3,180
94539,01-05-2023,5729,P101,2133,South,2,300
94540,10-11-2023,5900,P103,1514,East,2,360
94541,30-07-2023,5659,P101,1257,South,1,150
94542,17-09-2023,5760,P101,2722,West,4,600
94543,13-04-2023,5331,P104,1539,East,1,25
94544,14-03-2024,5958,P101,1420,North,3,450
94545,01-11-2023,8491,P101,1247,West,4,600
94546,23-08-2023,6758,P102,2476,East,4,380
94547,07-02-2023,9408,P101,2032,West,2,300
94548,28-10-2023,6855,P103,2725,East,2,360
94549,18-04-2023,8209,P102,2311,North,2,190
94550,18-02-2024,5354,P104,1464,South,3,75
94551,12-08-2023,7272,P104,2098,East,4,100
94552,20-10-2023,9709,P101,1101,North,2,300
94553,03-07-2023,9194,P105,1510,East,2,120
94554,04-06-2023,9890,P104,1290,West,2,50
94555,01-02-2023,7438,P104,2582,South,2,50
94556,22-08-2023,8162,P104,2937,East,4,100
94557,30-01-2024,8880,P103,2571,South,3,540
94558,03-05-2024,5203,P105,2682,West,4,240
94559,07-09-2023,8965,P101,1122,West,4,600
94560,27-02-2023,6773,P101,2688,South,3,450
94561,29-11-2023,5608,P102,1429,North,4,380
94562,12-06-2023,7680,P103,2339,West,4,720
94563,17-01-2023,6140,P105,2144,East,2,120
94564,18-02-2024,9161,P102,1231,East,4,380
94565,11-09-2023,7178,P105,2630,West,2,120
94566,26-05-2023,9874,P104,2046,North,3,75
94567,17-08-2023,9996,P105,2913,South,3,180
94568,28-08-2023,9923,P102,2650,North,3,285
94569,13-10-2023,5738,P103,1461,North,1,180
94570,12-12-2023,7700,P103,2690,North,4,720
94571,10-01-2024,8723,P104,2698,West,3,75
94572,16-01-2023,5657,P101,1588,South,3,450
94573,16-03-2023,7726,P102,1950,West,4,380
94574,13-03-2024,6109,P101,2315,South,4,600
94575,17-09-2023,8212,P104,1727,East,3,75
94576,18-01-2024,7164,P105,1608,North,2,120
94577,27-12-2023,5146,P105,1880,West,3,180
94578,03-02-2024,9055,P104,1198,North,4,100
94579,04-04-2024,9631,P103,1136,East,2,360
94580,15-02-2024,8229,P102,2393,South,2,190
94581,10-05-2024,9514,P104,1020,West,2,50
94582,04-01-2023,7618,P104,1159,South,2,50
94583,23-02-2024,8600,P102,1321,East,3,285
94584,08-09-2023,8375,P103,1299,West,1,180
94585,26-03-2023,8638,P103,1632,West,4,720
94586,04-03-2023,7317,P102,2496,East,2,190
94587,10-04-2023,5921,P101,1704,East,4,600
94588,18-11-2023,9787,P105,1458,East,3,180
94589,31-08-2023,9907,P102,2359,North,3,285
94590,22-10-2023,8539,P103,1726,West,4,720
94591,16-02-2024,8890,P101,1654,South,1,150
94592,11-06-2023,9337,P104,1666,West,4,100
94593,21-02-2024,9029,P104,1015,West,1,25
94594,27-06-2023,7978,P104,1301,North,2,50
94595,19-03-2024,6087,P105,2504,South,1,60
94596,24-11-2023,8166,P103,2382,South,1,180
94597,24-11-2023,7096,P101,2735,West,2,300
94598,09-09-2023,7192,P103,1943,West,3,540
94599,11-02-2023,5916,P105,2600,South,1,60
94600,30-08-2023,9493,P105,1018,East,1,60
94601,08-12-2023,9866,P102,1601,South,3,285
94602,01-04-2023,9766,P103,2572,South,4,720
94603,28-01-2023,5427,P104,2721,East,1,25
94604,03-04-2024,8088,P102,2462,East,2,190
94605,04-06-2023,9176,P103,1308,West,3,540
94606,29-04-2023,7231,P102,1046,North,1,95
94607,20-01-2024,5708,P102,1130,East,1,95
94608,01-05-2024,8663,P101,1087,North,4,600
94609,08-08-2023,6981,P102,1341,West,4,380
94610,13-12-2023,6388,P105,1061,East,2,120
94611,21-09-2023,5202,P104,1128,West,2,50
94612,01-05-2023,8302,P101,1038,West,3,450
94613,15-02-2023,9694,P102,2864,North,2,190
94614,07-10-2023,9101,P101,2184,South,1,150
94615,25-04-2023,7404,P104,1790,West,2,50
94616,17-06-2023,8520,P104,2697,East,4,100
94617,10-03-2024,8217,P101,2072,North,1,150
94618,03-09-2023,7102,P103,1636,South,3,540
94619,28-04-2024,5146,P104,1944,South,2,50
94620,10-01-2024,9681,P105,1738,North,2,120
94621,07-10-2023,5979,P105,2328,South,1,60
94622,22-08-2023,5735,P102,1393,North,1,95
94623,22-01-2023,5694,P103,1351,South,3,540
94624,21-07-2023,5853,P103,1833,South,1,180
94625,09-03-2023,5247,P102,1070,West,3,285
94626,16-05-2023,7179,P104,1983,East,4,100
94627,19-08-2023,9537,P101,2858,South,3,450
94628,27-02-2023,7303,P103,2782,South,3,540
94629,15-01-2023,6409,P103,2483,East,1,180
94630,21-09-2023,7552,P104,1038,East,1,25
94631,21-04-2024,8771,P101,1937,East,1,150
94632,19-06-2023,7463,P105,2123,South,2,120
94633,27-02-2024,8737,P103,2498,West,2,360
94634,13-05-2024,5985,P104,1512,West,2,50
94635,18-10-2023,9054,P103,2709,East,3,540
94636,18-06-2023,8134,P105,1675,North,2,120
94637,17-02-2023,9000,P102,1986,South,2,190
94638,06-04-2024,6932,P104,2915,West,4,100
94639,06-04-2023,6420,P101,1683,North,2,300
94640,23-11-2023,9896,P102,2566,North,2,190
94641,13-02-2023,5122,P101,2120,North,3,450
94642,19-12-2023,7317,P105,1621,West,3,180
94643,28-08-2023,5685,P101,1697,South,1,150
94644,18-10-2023,6661,P103,1991,South,1,180
94645,10-10-2023,6920,P105,2411,North,3,180
94646,24-03-2024,7875,P102,1511,South,3,285
94647,11-03-2023,8632,P103,2076,South,3,540
94648,10-09-2023,9431,P103,1472,West,1,180
94649,07-03-2023,9956,P105,2638,North,2,120
94650,23-11-2023,8900,P101,2884,South,2,300
94651,31-03-2024,7163,P101,1184,East,3,450
94652,22-03-2024,7838,P102,1200,South,1,95
94653,07-05-2024,8460,P105,1077,South,3,180
94654,21-04-2024,6919,P102,1247,North,1,95
94655,02-12-2023,7097,P104,2457,South,2,50
94656,12-10-2023,6171,P105,1772,North,2,120
94657,31-01-2023,5554,P104,1819,West,4,100
94658,23-03-2024,8207,P102,1912,East,3,285
94659,02-08-2023,8289,P104,1031,West,2,50
94660,30-06-2023,9008,P104,2669,West,3,75
94661,21-07-2023,9601,P103,1452,West,4,720
94662,09-03-2023,6816,P103,2628,East,1,180
94663,25-01-2023,6877,P102,2529,North,3,285
94664,05-09-2023,5188,P102,1380,North,4,380
94665,08-01-2024,6440,P101,2883,North,1,150
94666,01-02-2024,6220,P104,1956,East,3,75
94667,03-12-2023,7597,P101,2417,East,3,450
94668,28-02-2024,7868,P101,1406,North,1,150
94669,31-03-2024,7061,P105,1880,North,2,120
94670,09-12-2023,7907,P101,2204,North,1,150
94671,26-01-2024,6715,P101,1316,South,3,450
94672,09-06-2023,8535,P104,1658,South,4,100
94673,07-10-2023,5611,P101,2667,South,2,300
94674,14-09-2023,7509,P104,1941,South,1,25
94675,21-04-2023,7925,P104,1671,South,1,25
94676,16-02-2023,5283,P101,2875,South,2,300
94677,28-06-2023,7670,P104,2325,North,4,100
94678,05-02-2023,9094,P102,1573,West,4,380
94679,15-02-2024,6627,P102,1859,East,2,190
94680,17-07-2023,6611,P104,2333,South,4,100
94681,11-02-2023,5716,P102,2915,West,1,95
94682,23-04-2024,9629,P105,2891,South,1,60
94683,28-11-2023,5681,P103,1726,West,3,540
94684,31-03-2023,8439,P102,2858,North,1,95
94685,11-12-2023,9256,P101,1791,East,4,600
94686,09-03-2023,9269,P102,2601,South,2,190
94687,11-03-2023,6522,P105,1529,East,1,60
94688,20-04-2023,6359,P105,1752,North,4,240
94689,17-01-2024,7073,P105,2631,South,4,240
94690,01-02-2024,6789,P102,1559,East,2,190
94691,13-02-2024,8575,P103,2965,East,4,720
94692,17-12-2023,8370,P101,1559,South,3,450
94693,22-01-2023,7484,P103,1829,North,2,360
94694,27-04-2024,6818,P102,2263,East,2,190
94695,04-10-2023,7058,P103,1221,South,2,360
94696,03-02-2024,7666,P104,1741,South,1,25
94697,14-07-2023,6433,P101,2690,East,4,600
94698,25-02-2024,8405,P104,2597,East,4,100
94699,14-02-2023,8384,P104,2125,East,4,100
94700,14-02-2024,8072,P103,1380,South,1,180
94701,21-04-2023,5522,P104,1357,South,1,25
94702,28-07-2023,6693,P101,2357,North,2,300
94703,18-08-2023,9183,P104,1832,West,1,25
94704,14-03-2024,7289,P102,2331,West,1,95
94705,27-06-2023,6155,P101,1000,West,2,300
94706,23-02-2024,5597,P102,1945,East,2,190
94707,07-09-2023,6645,P102,1551,North,1,95
94708,29-02-2024,7158,P105,1583,West,1,60
94709,24-11-2023,7336,P105,1144,North,4,240
94710,07-01-2024,6857,P102,2024,North,4,380
94711,11-01-2023,6714,P104,1589,West,1,25
94712,09-09-2023,8738,P102,1490,West,3,285
94713,10-12-2023,9896,P102,1491,West,1,95
94714,23-08-2023,7784,P105,1716,East,4,240
94715,16-05-2023,8176,P103,1925,North,2,360
94716,11-09-2023,5202,P103,2740,North,1,180
94717,23-02-2023,7898,P103,1834,South,3,540
94718,22-04-2024,8572,P102,2526,East,3,285
94719,09-05-2023,6264,P102,2557,South,3,285
94720,14-08-2023,7459,P104,2826,North,4,100
94721,20-01-2023,6237,P105,1823,West,1,60
94722,10-04-2023,6554,P102,1381,South,2,190
94723,17-10-2023,8742,P101,1909,North,2,300
94724,26-02-2023,5052,P101,2255,West,1,150
94725,14-08-2023,8582,P105,2580,South,1,60
94726,21-05-2023,8159,P101,2877,East,1,150
94727,05-05-2023,5671,P101,1288,North,1,150
94728,13-03-2024,9104,P105,2419,East,2,120
94729,05-11-2023,5690,P102,1919,East,3,285
94730,21-02-2023,5082,P102,2732,North,3,285
94731,14-05-2023,9320,P104,1952,East,2,50
94732,19-10-2023,8568,P102,1904,North,4,380
94733,02-06-2023,7477,P101,2153,North,4,600
94734,13-12-2023,6451,P101,2338,West,4,600
94735,05-07-2023,7020,P104,2533,South,1,25
94736,27-08-2023,7125,P105,1862,North,4,240
94737,02-07-2023,6175,P101,2773,South,4,600
94738,17-12-2023,6079,P102,1796,North,1,95
94739,03-01-2023,7404,P102,2756,East,2,190
94740,11-10-2023,6282,P102,1501,South,4,380
94741,13-01-2024,5534,P101,1822,North,2,300
94742,15-07-2023,8848,P103,1861,North,3,540
94743,09-04-2024,9666,P101,1149,West,2,300
94744,15-06-2023,9673,P101,2910,East,1,150
94745,17-10-2023,7453,P103,2748,North,2,360
94746,06-12-2023,7162,P103,1616,East,2,360
94747,21-05-2023,6826,P102,1688,South,4,380
94748,21-04-2023,8998,P102,1395,East,2,190
94749,18-09-2023,8692,P102,2734,North,1,95
94750,19-01-2024,6839,P101,1216,East,1,150
94751,07-07-2023,9059,P105,2927,West,3,180
94752,10-12-2023,5330,P104,1480,West,2,50
94753,06-01-2024,7772,P105,2551,East,1,60
94754,24-12-2023,6527,P103,1167,West,3,540
94755,30-09-2023,9183,P101,2196,East,4,600
94756,04-07-2023,5573,P101,1575,West,4,600
94757,14-10-2023,8695,P104,2726,North,1,25
94758,02-04-2023,5523,P105,2714,North,4,240
94759,24-03-2024,6171,P103,1236,East,3,540
94760,13-07-2023,7553,P104,2033,South,4,100
94761,21-02-2024,9179,P101,1075,North,2,300
94762,26-12-2023,6421,P104,2237,South,3,75
94763,15-12-2023,7231,P102,2144,North,2,190
94764,23-01-2024,7216,P105,1966,East,2,120
94765,04-12-2023,7155,P103,2196,East,2,360
94766,07-11-2023,5851,P102,1852,East,4,380
94767,12-02-2024,6179,P105,2591,South,2,120
94768,20-02-2024,8595,P102,2253,South,3,285
94769,25-11-2023,9367,P104,1981,South,3,75
94770,16-02-2023,6859,P103,2608,East,1,180
94771,24-05-2023,5737,P104,2747,East,3,75
94772,29-05-2023,7812,P104,1012,West,2,50
94773,16-12-2023,7792,P105,1063,North,1,60
94774,19-11-2023,7818,P103,2650,East,3,540
94775,19-12-2023,9894,P103,1727,South,2,360
94776,19-02-2024,7163,P104,1669,West,1,25
94777,30-04-2023,8076,P103,2000,North,3,540
94778,07-05-2024,9161,P101,2843,South,1,150
94779,02-02-2024,5526,P103,2649,East,4,720
94780,14-05-2023,5448,P104,1565,West,3,75
94781,16-07-2023,8220,P101,1824,South,3,450
94782,17-02-2024,9161,P101,1529,East,1,150
94783,14-03-2024,6851,P105,2560,East,1,60
94784,06-02-2023,5119,P104,1692,South,1,25
94785,06-07-2023,9484,P103,1787,West,2,360
94786,24-02-2024,9382,P101,2546,South,4,600
94787,01-08-2023,7847,P104,2703,East,2,50
94788,04-04-2024,6790,P105,1481,South,1,60
94789,20-04-2023,9513,P102,2942,North,4,380
94790,06-07-2023,8017,P102,2625,West,3,285
94791,15-04-2024,5350,P103,1086,North,1,180
94792,19-03-2023,7202,P102,2520,East,2,190
94793,23-03-2024,8332,P101,2449,North,4,600
94794,02-03-2024,6552,P101,1686,East,1,150
94795,09-01-2024,7250,P104,2079,East,4,100
94796,25-10-2023,8237,P103,1800,West,1,180
94797,26-11-2023,8509,P104,1728,South,2,50
94798,05-05-2023,5047,P104,1609,East,3,75
94799,12-11-2023,7276,P103,1793,North,4,720
94800,21-03-2024,8796,P104,2894,South,3,75
94801,16-11-2023,9024,P102,2348,North,2,190
94802,19-04-2024,8184,P105,2564,North,2,120
94803,03-05-2024,6892,P104,2501,North,1,25
94804,10-11-2023,5897,P101,1876,East,3,450
94805,02-01-2023,6738,P101,1315,South,3,450
94806,30-11-2023,5968,P102,1932,East,2,190
94807,12-03-2023,8002,P104,2524,South,3,75
94808,09-04-2024,8160,P104,2688,South,4,100
94809,11-01-2024,9741,P103,1106,South,2,360
94810,31-07-2023,9106,P104,1969,West,3,75
94811,08-01-2023,8098,P104,2707,West,4,100
94812,03-07-2023,7503,P101,1417,East,3,450
94813,12-04-2024,6470,P103,1120,West,2,360
94814,13-06-2023,8499,P104,1011,North,1,25
94815,28-03-2024,8752,P102,1348,South,1,95
94816,26-09-2023,8630,P104,1550,South,4,100
94817,22-10-2023,7638,P103,2170,West,4,720
94818,24-12-2023,7561,P102,2682,North,3,285
94819,22-03-2023,9494,P102,1028,North,1,95
94820,19-09-2023,8603,P102,2729,North,3,285
94821,02-10-2023,5386,P101,1601,West,1,150
94822,13-02-2024,8673,P101,1492,East,1,150
94823,22-01-2024,5137,P102,2380,North,3,285
94824,15-04-2023,8751,P101,1879,East,4,600
94825,05-11-2023,7700,P102,1754,South,1,95
94826,28-01-2023,9577,P102,2249,West,4,380
94827,14-02-2024,5299,P105,2757,North,4,240
94828,16-02-2023,5031,P101,2355,South,2,300
94829,27-01-2024,7504,P105,2555,West,4,240
94830,09-11-2023,5541,P102,2976,South,1,95
94831,24-02-2023,8456,P102,1864,North,3,285
94832,20-03-2023,8403,P105,2800,East,1,60
94833,01-01-2023,7091,P103,1513,West,2,360
94834,17-06-2023,5546,P102,2179,South,2,190
94835,23-01-2023,5983,P101,1545,South,4,600
94836,16-08-2023,9140,P104,1276,East,1,25
94837,13-03-2024,5379,P104,2362,South,4,100
94838,25-10-2023,5496,P104,1717,North,3,75
94839,08-04-2024,6915,P105,1336,East,4,240
94840,09-03-2024,7185,P102,1439,North,2,190
94841,17-09-2023,9503,P103,2412,North,2,360
94842,21-09-2023,5184,P101,2364,North,4,600
94843,13-06-2023,5488,P104,1789,West,4,100
94844,10-01-2023,7065,P104,1698,South,4,100
94845,26-04-2023,6720,P101,1935,West,3,450
94846,07-06-2023,5170,P104,2107,South,2,50
94847,22-12-2023,5399,P105,1987,East,2,120
94848,29-09-2023,8592,P102,2214,West,2,190
94849,07-06-2023,8652,P102,1927,South,3,285
94850,16-11-2023,5238,P103,1300,North,4,720
94851,30-12-2023,6340,P105,2362,East,4,240
94852,21-07-2023,9415,P103,1731,East,2,360
94853,01-05-2023,8621,P104,1470,North,4,100
94854,19-05-2023,7569,P102,2056,West,3,285
94855,11-06-2023,7575,P103,1465,South,2,360
94856,27-07-2023,6348,P103,1290,East,2,360
94857,24-02-2023,9854,P105,1301,South,2,120
94858,05-12-2023,7089,P104,1638,East,3,75
94859,06-05-2024,5233,P101,1484,North,2,300
94860,17-09-2023,5555,P105,1873,North,1,60
94861,08-03-2024,7484,P105,1675,West,3,180
94862,13-02-2023,6954,P104,1363,East,3,75
94863,08-06-2023,9771,P101,1701,North,1,150
94864,31-10-2023,8733,P105,2106,North,1,60
94865,21-12-2023,8275,P103,2753,North,2,360
94866,08-04-2023,5802,P103,1867,South,3,540
94867,26-01-2023,9946,P103,1362,East,3,540
94868,25-12-2023,5996,P103,1025,West,1,180
94869,17-07-2023,5845,P101,1646,South,1,150
94870,07-04-2023,6319,P104,1342,West,4,100
94871,27-08-2023,9117,P104,2668,North,1,25
94872,19-04-2024,6710,P101,1372,West,1,150
94873,12-01-2023,5241,P104,1726,West,2,50
94874,14-02-2023,7890,P103,1927,North,4,720
94875,27-01-2024,7625,P101,1846,East,4,600
94876,09-01-2023,8498,P103,1474,East,1,180
94877,01-01-2023,5452,P104,2104,South,3,75
94878,24-01-2024,6629,P105,1339,West,1,60
94879,23-11-2023,7260,P101,1952,East,4,600
94880,29-07-2023,8312,P102,2743,South,2,190
94881,23-02-2023,9717,P102,2647,South,3,285
94882,14-04-2023,5558,P103,2513,East,1,180
94883,01-06-2023,9967,P104,2146,East,4,100
94884,14-02-2024,7715,P103,1445,West,2,360
94885,10-01-2023,6068,P102,1923,East,3,285
94886,20-03-2024,7754,P101,1892,East,4,600
94887,09-02-2023,6260,P103,1734,South,2,360
94888,13-02-2023,7770,P104,1121,East,1,25
94889,03-01-2024,9602,P102,1079,North,3,285
94890,25-09-2023,5449,P101,2663,North,3,450
94891,05-10-2023,8639,P103,1333,East,3,540
94892,04-06-2023,6913,P101,2006,West,2,300
94893,26-03-2024,7797,P105,1073,West,4,240
94894,23-03-2023,9633,P102,2473,North,4,380
94895,16-07-2023,7545,P103,1736,West,3,540
94896,02-02-2024,8254,P101,2320,South,1,150
94897,13-02-2024,9811,P103,1085,North,4,720
94898,21-02-2023,9495,P104,1833,East,4,100
94899,11-08-2023,8461,P104,2727,North,4,100
94900,13-04-2024,6459,P103,1774,North,1,180
94901,03-01-2024,5920,P102,1499,East,4,380
94902,09-01-2024,8218,P103,2960,South,2,360
94903,28-02-2023,5456,P103,1122,West,2,360
94904,21-10-2023,6884,P103,1638,South,3,540
94905,10-05-2024,5644,P103,2452,East,4,720
94906,03-10-2023,7329,P102,2963,North,1,95
94907,30-11-2023,9509,P105,2565,South,4,240
94908,03-10-2023,7210,P105,2957,East,3,180
94909,15-03-2024,9938,P101,1166,West,2,300
94910,23-12-2023,9256,P102,2682,South,1,95
94911,20-04-2023,9350,P102,2789,West,3,285
94912,30-01-2023,6093,P102,1430,East,4,380
94913,17-04-2023,7459,P104,1037,South,4,100
94914,24-10-2023,7761,P102,1400,East,1,95
94915,06-12-2023,7042,P104,2636,West,1,25
94916,23-11-2023,5035,P105,1969,South,4,240
94917,15-11-2023,5469,P105,1590,East,2,120
94918,28-03-2024,5308,P104,1964,North,3,75
94919,05-04-2023,8268,P103,1753,East,2,360
94920,12-10-2023,5480,P105,1101,North,4,240
94921,26-07-2023,5788,P103,2514,East,4,720
94922,17-04-2024,5290,P101,2890,North,1,150
94923,29-11-2023,5429,P104,1771,West,2,50
94924,21-06-2023,5597,P101,2698,East,4,600
94925,16-04-2024,9527,P104,2920,North,2,50
94926,20-03-2023,6557,P101,1464,East,3,450
94927,16-04-2024,9600,P101,2620,West,4,600
94928,07-09-2023,5672,P102,2645,South,3,285
94929,06-08-2023,7854,P105,2465,South,4,240
94930,05-12-2023,6578,P104,2429,South,4,100
94931,26-02-2023,6432,P105,2412,South,3,180
94932,12-02-2024,5040,P102,2211,West,1,95
94933,27-05-2023,9479,P105,1749,West,1,60
94934,22-08-2023,7933,P104,2059,West,4,100
94935,17-01-2023,6314,P102,1869,East,3,285
94936,03-01-2024,6815,P103,2928,West,1,180
94937,16-07-2023,9278,P102,1211,South,4,380
94938,08-07-2023,6895,P104,2389,East,4,100
94939,12-05-2023,6063,P101,1312,West,1,150
94940,05-09-2023,8296,P105,1873,North,3,180
