order_id,date,customer_id,product_id,employee_id,region,units_sold,revenue,month,product_name,category,supplier,cost_price,selling_price,budget,impressions,conversions,roi
94650,2023-11-23,8900,P101,2884,South,2,300,11,Smart Watch,Electronics,TechSupply,80,150,30436.1,422552.6,4626.4,205.669
94651,2024-03-31,7163,P101,1184,East,3,450,3,Smart Watch,Electronics,TechSupply,80,150,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94652,2024-03-22,7838,P102,1200,South,1,95,3,Running Shoes,Sports,FitGear,40,95,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94653,2024-05-07,8460,P105,1077,South,3,180,5,Protein Powder,Health,NutriLabs,20,60,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
94654,2024-04-21,6919,P102,1247,North,1,95,4,Running Shoes,Sports,FitGear,40,95,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94655,2023-12-02,7097,P104,2457,South,2,50,12,T-shirt,Clothing,UrbanWear,10,25,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
94656,2023-10-12,6171,P105,1772,North,2,120,10,Protein Powder,Health,NutriLabs,20,60,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
94657,2023-01-31,5554,P104,1819,West,4,100,1,T-shirt,Clothing,UrbanWear,10,25,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94658,2024-03-23,8207,P102,1912,East,3,285,3,Running Shoes,Sports,FitGear,40,95,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94659,2023-08-02,8289,P104,1031,West,2,50,8,T-shirt,Clothing,UrbanWear,10,25,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
94660,2023-06-30,9008,P104,2669,West,3,75,6,T-shirt,Clothing,UrbanWear,10,25,27794.911111111112,490536.3333333333,6264.933333333333,260.74777777777774
94661,2023-07-21,9601,P103,1452,West,4,720,7,Office Chair,Furniture,ComfortWorks,70,180,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
94662,2023-03-09,6816,P103,2628,East,1,180,3,Office Chair,Furniture,ComfortWorks,70,180,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94663,2023-01-25,6877,P102,2529,North,3,285,1,Running Shoes,Sports,FitGear,40,95,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94664,2023-09-05,5188,P102,1380,North,4,380,9,Running Shoes,Sports,FitGear,40,95,25930.425,491309.95,5210.25,253.85700000000003
94665,2024-01-08,6440,P101,2883,North,1,150,1,Smart Watch,Electronics,TechSupply,80,150,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94666,2024-02-01,6220,P104,1956,East,3,75,2,T-shirt,Clothing,UrbanWear,10,25,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94667,2023-12-03,7597,P101,2417,East,3,450,12,Smart Watch,Electronics,TechSupply,80,150,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
94668,2024-02-28,7868,P101,1406,North,1,150,2,Smart Watch,Electronics,TechSupply,80,150,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94669,2024-03-31,7061,P105,1880,North,2,120,3,Protein Powder,Health,NutriLabs,20,60,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94670,2023-12-09,7907,P101,2204,North,1,150,12,Smart Watch,Electronics,TechSupply,80,150,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
94671,2024-01-26,6715,P101,1316,South,3,450,1,Smart Watch,Electronics,TechSupply,80,150,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94672,2023-06-09,8535,P104,1658,South,4,100,6,T-shirt,Clothing,UrbanWear,10,25,27794.911111111112,490536.3333333333,6264.933333333333,260.74777777777774
94673,2023-10-07,5611,P101,2667,South,2,300,10,Smart Watch,Electronics,TechSupply,80,150,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
94674,2023-09-14,7509,P104,1941,South,1,25,9,T-shirt,Clothing,UrbanWear,10,25,25930.425,491309.95,5210.25,253.85700000000003
94675,2023-04-21,7925,P104,1671,South,1,25,4,T-shirt,Clothing,UrbanWear,10,25,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94676,2023-02-16,5283,P101,2875,South,2,300,2,Smart Watch,Electronics,TechSupply,80,150,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94677,2023-06-28,7670,P104,2325,North,4,100,6,T-shirt,Clothing,UrbanWear,10,25,27794.911111111112,490536.3333333333,6264.933333333333,260.74777777777774
94678,2023-02-05,9094,P102,1573,West,4,380,2,Running Shoes,Sports,FitGear,40,95,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94679,2024-02-15,6627,P102,1859,East,2,190,2,Running Shoes,Sports,FitGear,40,95,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94680,2023-07-17,6611,P104,2333,South,4,100,7,T-shirt,Clothing,UrbanWear,10,25,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
94681,2023-02-11,5716,P102,2915,West,1,95,2,Running Shoes,Sports,FitGear,40,95,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94682,2024-04-23,9629,P105,2891,South,1,60,4,Protein Powder,Health,NutriLabs,20,60,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94683,2023-11-28,5681,P103,1726,West,3,540,11,Office Chair,Furniture,ComfortWorks,70,180,30436.1,422552.6,4626.4,205.669
94684,2023-03-31,8439,P102,2858,North,1,95,3,Running Shoes,Sports,FitGear,40,95,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94685,2023-12-11,9256,P101,1791,East,4,600,12,Smart Watch,Electronics,TechSupply,80,150,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
94686,2023-03-09,9269,P102,2601,South,2,190,3,Running Shoes,Sports,FitGear,40,95,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94687,2023-03-11,6522,P105,1529,East,1,60,3,Protein Powder,Health,NutriLabs,20,60,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94688,2023-04-20,6359,P105,1752,North,4,240,4,Protein Powder,Health,NutriLabs,20,60,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94689,2024-01-17,7073,P105,2631,South,4,240,1,Protein Powder,Health,NutriLabs,20,60,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94690,2024-02-01,6789,P102,1559,East,2,190,2,Running Shoes,Sports,FitGear,40,95,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94691,2024-02-13,8575,P103,2965,East,4,720,2,Office Chair,Furniture,ComfortWorks,70,180,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94692,2023-12-17,8370,P101,1559,South,3,450,12,Smart Watch,Electronics,TechSupply,80,150,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
94693,2023-01-22,7484,P103,1829,North,2,360,1,Office Chair,Furniture,ComfortWorks,70,180,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94694,2024-04-27,6818,P102,2263,East,2,190,4,Running Shoes,Sports,FitGear,40,95,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94695,2023-10-04,7058,P103,1221,South,2,360,10,Office Chair,Furniture,ComfortWorks,70,180,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
94696,2024-02-03,7666,P104,1741,South,1,25,2,T-shirt,Clothing,UrbanWear,10,25,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94697,2023-07-14,6433,P101,2690,East,4,600,7,Smart Watch,Electronics,TechSupply,80,150,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
94698,2024-02-25,8405,P104,2597,East,4,100,2,T-shirt,Clothing,UrbanWear,10,25,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94699,2023-02-14,8384,P104,2125,East,4,100,2,T-shirt,Clothing,UrbanWear,10,25,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94700,2024-02-14,8072,P103,1380,South,1,180,2,Office Chair,Furniture,ComfortWorks,70,180,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94701,2023-04-21,5522,P104,1357,South,1,25,4,T-shirt,Clothing,UrbanWear,10,25,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94702,2023-07-28,6693,P101,2357,North,2,300,7,Smart Watch,Electronics,TechSupply,80,150,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
94703,2023-08-18,9183,P104,1832,West,1,25,8,T-shirt,Clothing,UrbanWear,10,25,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
94704,2024-03-14,7289,P102,2331,West,1,95,3,Running Shoes,Sports,FitGear,40,95,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94705,2023-06-27,6155,P101,1000,West,2,300,6,Smart Watch,Electronics,TechSupply,80,150,27794.911111111112,490536.3333333333,6264.933333333333,260.74777777777774
94706,2024-02-23,5597,P102,1945,East,2,190,2,Running Shoes,Sports,FitGear,40,95,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94707,2023-09-07,6645,P102,1551,North,1,95,9,Running Shoes,Sports,FitGear,40,95,25930.425,491309.95,5210.25,253.85700000000003
94708,2024-02-29,7158,P105,1583,West,1,60,2,Protein Powder,Health,NutriLabs,20,60,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94709,2023-11-24,7336,P105,1144,North,4,240,11,Protein Powder,Health,NutriLabs,20,60,30436.1,422552.6,4626.4,205.669
94710,2024-01-07,6857,P102,2024,North,4,380,1,Running Shoes,Sports,FitGear,40,95,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94711,2023-01-11,6714,P104,1589,West,1,25,1,T-shirt,Clothing,UrbanWear,10,25,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94712,2023-09-09,8738,P102,1490,West,3,285,9,Running Shoes,Sports,FitGear,40,95,25930.425,491309.95,5210.25,253.85700000000003
94713,2023-12-10,9896,P102,1491,West,1,95,12,Running Shoes,Sports,FitGear,40,95,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
94714,2023-08-23,7784,P105,1716,East,4,240,8,Protein Powder,Health,NutriLabs,20,60,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
94715,2023-05-16,8176,P103,1925,North,2,360,5,Office Chair,Furniture,ComfortWorks,70,180,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
94716,2023-09-11,5202,P103,2740,North,1,180,9,Office Chair,Furniture,ComfortWorks,70,180,25930.425,491309.95,5210.25,253.85700000000003
94717,2023-02-23,7898,P103,1834,South,3,540,2,Office Chair,Furniture,ComfortWorks,70,180,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94718,2024-04-22,8572,P102,2526,East,3,285,4,Running Shoes,Sports,FitGear,40,95,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94719,2023-05-09,6264,P102,2557,South,3,285,5,Running Shoes,Sports,FitGear,40,95,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
94720,2023-08-14,7459,P104,2826,North,4,100,8,T-shirt,Clothing,UrbanWear,10,25,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
94721,2023-01-20,6237,P105,1823,West,1,60,1,Protein Powder,Health,NutriLabs,20,60,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94722,2023-04-10,6554,P102,1381,South,2,190,4,Running Shoes,Sports,FitGear,40,95,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94723,2023-10-17,8742,P101,1909,North,2,300,10,Smart Watch,Electronics,TechSupply,80,150,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
94724,2023-02-26,5052,P101,2255,West,1,150,2,Smart Watch,Electronics,TechSupply,80,150,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94725,2023-08-14,8582,P105,2580,South,1,60,8,Protein Powder,Health,NutriLabs,20,60,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
94726,2023-05-21,8159,P101,2877,East,1,150,5,Smart Watch,Electronics,TechSupply,80,150,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
94727,2023-05-05,5671,P101,1288,North,1,150,5,Smart Watch,Electronics,TechSupply,80,150,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
94728,2024-03-13,9104,P105,2419,East,2,120,3,Protein Powder,Health,NutriLabs,20,60,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94729,2023-11-05,5690,P102,1919,East,3,285,11,Running Shoes,Sports,FitGear,40,95,30436.1,422552.6,4626.4,205.669
94730,2023-02-21,5082,P102,2732,North,3,285,2,Running Shoes,Sports,FitGear,40,95,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94731,2023-05-14,9320,P104,1952,East,2,50,5,T-shirt,Clothing,UrbanWear,10,25,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
94732,2023-10-19,8568,P102,1904,North,4,380,10,Running Shoes,Sports,FitGear,40,95,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
94733,2023-06-02,7477,P101,2153,North,4,600,6,Smart Watch,Electronics,TechSupply,80,150,27794.911111111112,490536.3333333333,6264.933333333333,260.74777777777774
94734,2023-12-13,6451,P101,2338,West,4,600,12,Smart Watch,Electronics,TechSupply,80,150,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
94735,2023-07-05,7020,P104,2533,South,1,25,7,T-shirt,Clothing,UrbanWear,10,25,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
94736,2023-08-27,7125,P105,1862,North,4,240,8,Protein Powder,Health,NutriLabs,20,60,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
94737,2023-07-02,6175,P101,2773,South,4,600,7,Smart Watch,Electronics,TechSupply,80,150,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
94738,2023-12-17,6079,P102,1796,North,1,95,12,Running Shoes,Sports,FitGear,40,95,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
94739,2023-01-03,7404,P102,2756,East,2,190,1,Running Shoes,Sports,FitGear,40,95,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94740,2023-10-11,6282,P102,1501,South,4,380,10,Running Shoes,Sports,FitGear,40,95,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
94741,2024-01-13,5534,P101,1822,North,2,300,1,Smart Watch,Electronics,TechSupply,80,150,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94742,2023-07-15,8848,P103,1861,North,3,540,7,Office Chair,Furniture,ComfortWorks,70,180,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
94743,2024-04-09,9666,P101,1149,West,2,300,4,Smart Watch,Electronics,TechSupply,80,150,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94744,2023-06-15,9673,P101,2910,East,1,150,6,Smart Watch,Electronics,TechSupply,80,150,27794.911111111112,490536.3333333333,6264.933333333333,260.74777777777774
94745,2023-10-17,7453,P103,2748,North,2,360,10,Office Chair,Furniture,ComfortWorks,70,180,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
94746,2023-12-06,7162,P103,1616,East,2,360,12,Office Chair,Furniture,ComfortWorks,70,180,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
94747,2023-05-21,6826,P102,1688,South,4,380,5,Running Shoes,Sports,FitGear,40,95,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
94748,2023-04-21,8998,P102,1395,East,2,190,4,Running Shoes,Sports,FitGear,40,95,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94749,2023-09-18,8692,P102,2734,North,1,95,9,Running Shoes,Sports,FitGear,40,95,25930.425,491309.95,5210.25,253.85700000000003
94750,2024-01-19,6839,P101,1216,East,1,150,1,Smart Watch,Electronics,TechSupply,80,150,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94751,2023-07-07,9059,P105,2927,West,3,180,7,Protein Powder,Health,NutriLabs,20,60,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
94752,2023-12-10,5330,P104,1480,West,2,50,12,T-shirt,Clothing,UrbanWear,10,25,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
94753,2024-01-06,7772,P105,2551,East,1,60,1,Protein Powder,Health,NutriLabs,20,60,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94754,2023-12-24,6527,P103,1167,West,3,540,12,Office Chair,Furniture,ComfortWorks,70,180,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
94755,2023-09-30,9183,P101,2196,East,4,600,9,Smart Watch,Electronics,TechSupply,80,150,25930.425,491309.95,5210.25,253.85700000000003
94756,2023-07-04,5573,P101,1575,West,4,600,7,Smart Watch,Electronics,TechSupply,80,150,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
94757,2023-10-14,8695,P104,2726,North,1,25,10,T-shirt,Clothing,UrbanWear,10,25,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
94758,2023-04-02,5523,P105,2714,North,4,240,4,Protein Powder,Health,NutriLabs,20,60,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94759,2024-03-24,6171,P103,1236,East,3,540,3,Office Chair,Furniture,ComfortWorks,70,180,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94760,2023-07-13,7553,P104,2033,South,4,100,7,T-shirt,Clothing,UrbanWear,10,25,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
94761,2024-02-21,9179,P101,1075,North,2,300,2,Smart Watch,Electronics,TechSupply,80,150,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94762,2023-12-26,6421,P104,2237,South,3,75,12,T-shirt,Clothing,UrbanWear,10,25,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
94763,2023-12-15,7231,P102,2144,North,2,190,12,Running Shoes,Sports,FitGear,40,95,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
94764,2024-01-23,7216,P105,1966,East,2,120,1,Protein Powder,Health,NutriLabs,20,60,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94765,2023-12-04,7155,P103,2196,East,2,360,12,Office Chair,Furniture,ComfortWorks,70,180,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
94766,2023-11-07,5851,P102,1852,East,4,380,11,Running Shoes,Sports,FitGear,40,95,30436.1,422552.6,4626.4,205.669
94767,2024-02-12,6179,P105,2591,South,2,120,2,Protein Powder,Health,NutriLabs,20,60,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94768,2024-02-20,8595,P102,2253,South,3,285,2,Running Shoes,Sports,FitGear,40,95,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94769,2023-11-25,9367,P104,1981,South,3,75,11,T-shirt,Clothing,UrbanWear,10,25,30436.1,422552.6,4626.4,205.669
94770,2023-02-16,6859,P103,2608,East,1,180,2,Office Chair,Furniture,ComfortWorks,70,180,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94771,2023-05-24,5737,P104,2747,East,3,75,5,T-shirt,Clothing,UrbanWear,10,25,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
94772,2023-05-29,7812,P104,1012,West,2,50,5,T-shirt,Clothing,UrbanWear,10,25,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
94773,2023-12-16,7792,P105,1063,North,1,60,12,Protein Powder,Health,NutriLabs,20,60,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
94774,2023-11-19,7818,P103,2650,East,3,540,11,Office Chair,Furniture,ComfortWorks,70,180,30436.1,422552.6,4626.4,205.669
94775,2023-12-19,9894,P103,1727,South,2,360,12,Office Chair,Furniture,ComfortWorks,70,180,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
94776,2024-02-19,7163,P104,1669,West,1,25,2,T-shirt,Clothing,UrbanWear,10,25,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94777,2023-04-30,8076,P103,2000,North,3,540,4,Office Chair,Furniture,ComfortWorks,70,180,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94778,2024-05-07,9161,P101,2843,South,1,150,5,Smart Watch,Electronics,TechSupply,80,150,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
94779,2024-02-02,5526,P103,2649,East,4,720,2,Office Chair,Furniture,ComfortWorks,70,180,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94780,2023-05-14,5448,P104,1565,West,3,75,5,T-shirt,Clothing,UrbanWear,10,25,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
94781,2023-07-16,8220,P101,1824,South,3,450,7,Smart Watch,Electronics,TechSupply,80,150,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
94782,2024-02-17,9161,P101,1529,East,1,150,2,Smart Watch,Electronics,TechSupply,80,150,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94783,2024-03-14,6851,P105,2560,East,1,60,3,Protein Powder,Health,NutriLabs,20,60,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94784,2023-02-06,5119,P104,1692,South,1,25,2,T-shirt,Clothing,UrbanWear,10,25,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94785,2023-07-06,9484,P103,1787,West,2,360,7,Office Chair,Furniture,ComfortWorks,70,180,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
94786,2024-02-24,9382,P101,2546,South,4,600,2,Smart Watch,Electronics,TechSupply,80,150,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94787,2023-08-01,7847,P104,2703,East,2,50,8,T-shirt,Clothing,UrbanWear,10,25,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
94788,2024-04-04,6790,P105,1481,South,1,60,4,Protein Powder,Health,NutriLabs,20,60,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94789,2023-04-20,9513,P102,2942,North,4,380,4,Running Shoes,Sports,FitGear,40,95,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94790,2023-07-06,8017,P102,2625,West,3,285,7,Running Shoes,Sports,FitGear,40,95,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
94791,2024-04-15,5350,P103,1086,North,1,180,4,Office Chair,Furniture,ComfortWorks,70,180,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94792,2023-03-19,7202,P102,2520,East,2,190,3,Running Shoes,Sports,FitGear,40,95,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94793,2024-03-23,8332,P101,2449,North,4,600,3,Smart Watch,Electronics,TechSupply,80,150,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94794,2024-03-02,6552,P101,1686,East,1,150,3,Smart Watch,Electronics,TechSupply,80,150,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94795,2024-01-09,7250,P104,2079,East,4,100,1,T-shirt,Clothing,UrbanWear,10,25,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94796,2023-10-25,8237,P103,1800,West,1,180,10,Office Chair,Furniture,ComfortWorks,70,180,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
94797,2023-11-26,8509,P104,1728,South,2,50,11,T-shirt,Clothing,UrbanWear,10,25,30436.1,422552.6,4626.4,205.669
94798,2023-05-05,5047,P104,1609,East,3,75,5,T-shirt,Clothing,UrbanWear,10,25,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
94799,2023-11-12,7276,P103,1793,North,4,720,11,Office Chair,Furniture,ComfortWorks,70,180,30436.1,422552.6,4626.4,205.669
94800,2024-03-21,8796,P104,2894,South,3,75,3,T-shirt,Clothing,UrbanWear,10,25,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94801,2023-11-16,9024,P102,2348,North,2,190,11,Running Shoes,Sports,FitGear,40,95,30436.1,422552.6,4626.4,205.669
94802,2024-04-19,8184,P105,2564,North,2,120,4,Protein Powder,Health,NutriLabs,20,60,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94803,2024-05-03,6892,P104,2501,North,1,25,5,T-shirt,Clothing,UrbanWear,10,25,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
94804,2023-11-10,5897,P101,1876,East,3,450,11,Smart Watch,Electronics,TechSupply,80,150,30436.1,422552.6,4626.4,205.669
94805,2023-01-02,6738,P101,1315,South,3,450,1,Smart Watch,Electronics,TechSupply,80,150,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94806,2023-11-30,5968,P102,1932,East,2,190,11,Running Shoes,Sports,FitGear,40,95,30436.1,422552.6,4626.4,205.669
94807,2023-03-12,8002,P104,2524,South,3,75,3,T-shirt,Clothing,UrbanWear,10,25,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94808,2024-04-09,8160,P104,2688,South,4,100,4,T-shirt,Clothing,UrbanWear,10,25,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94809,2024-01-11,9741,P103,1106,South,2,360,1,Office Chair,Furniture,ComfortWorks,70,180,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94810,2023-07-31,9106,P104,1969,West,3,75,7,T-shirt,Clothing,UrbanWear,10,25,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
94811,2023-01-08,8098,P104,2707,West,4,100,1,T-shirt,Clothing,UrbanWear,10,25,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94812,2023-07-03,7503,P101,1417,East,3,450,7,Smart Watch,Electronics,TechSupply,80,150,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
94813,2024-04-12,6470,P103,1120,West,2,360,4,Office Chair,Furniture,ComfortWorks,70,180,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94814,2023-06-13,8499,P104,1011,North,1,25,6,T-shirt,Clothing,UrbanWear,10,25,27794.911111111112,490536.3333333333,6264.933333333333,260.74777777777774
94815,2024-03-28,8752,P102,1348,South,1,95,3,Running Shoes,Sports,FitGear,40,95,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94816,2023-09-26,8630,P104,1550,South,4,100,9,T-shirt,Clothing,UrbanWear,10,25,25930.425,491309.95,5210.25,253.85700000000003
94817,2023-10-22,7638,P103,2170,West,4,720,10,Office Chair,Furniture,ComfortWorks,70,180,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
94818,2023-12-24,7561,P102,2682,North,3,285,12,Running Shoes,Sports,FitGear,40,95,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
94819,2023-03-22,9494,P102,1028,North,1,95,3,Running Shoes,Sports,FitGear,40,95,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
94820,2023-09-19,8603,P102,2729,North,3,285,9,Running Shoes,Sports,FitGear,40,95,25930.425,491309.95,5210.25,253.85700000000003
94821,2023-10-02,5386,P101,1601,West,1,150,10,Smart Watch,Electronics,TechSupply,80,150,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
94822,2024-02-13,8673,P101,1492,East,1,150,2,Smart Watch,Electronics,TechSupply,80,150,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
94823,2024-01-22,5137,P102,2380,North,3,285,1,Running Shoes,Sports,FitGear,40,95,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
94824,2023-04-15,8751,P101,1879,East,4,600,4,Smart Watch,Electronics,TechSupply,80,150,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
94825,2023-11-05,7700,P102,1754,South,1,95,11,Running Shoes,Sports,FitGear,40,95,30436.1,422552.6,4626.4,205.669
94826,2023-01-28,9577,P102,2249,West,4,380,1,Running Shoes,Sports,FitGear,40,95,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
